istasyon_no,istasyon_adi,hizmet_sekli,marka,sarj_agi_isletmecisi,sarj_istasyonu_isletmecisi,adres,soket_bilgileri
ŞRJ/2559,Pam Termal Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Karahayit Mahallesi 120 Sağlık Sokağı  No:5 Pamukkale / DENİZLİ,
ŞRJ/2563,TBL Seno Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sarıgerme Mahallesi 2077 Caddesi  No:11 Ortaca / MUĞLA,
ŞRJ/2564,TBL Tropikal Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sarıgerme Mahallesi  Akçagöl Sarısu Ortaca / MUĞLA,
ŞRJ/2565,TML Bodrum Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kızılağaç Mahallesi  İçmeler Küme Evleri Bodrum / MUĞLA,
ŞRJ/2566,TML Sarıgerme Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sarıgerme Mahallesi Sarıgerme Sokağı  No:15 Ortaca / MUĞLA,
ŞRJ/2567,TUI Blue Grand Azur Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Siteler Mahallesi  No:17 Marmaris / MUĞLA,
ŞRJ/2570,Menteşe Migros,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Orhaniye Mahallesi 107 Nolu Sokağı Menteşe / MUĞLA,
ŞRJ/2571,ANNABELLA DIOMAND OTEL,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İncekum Mahallesi  No:1 /A Alanya / ANTALYA,
ŞRJ/2572,Babylon Town Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yazır Mahallesi Kilise Yakası Sokağı  No:148 Kumluca / ANTALYA,
ŞRJ/2573,Botanik Göl Evleri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Köyün Kendisi Mahallesi  Karacaören Bucak / BURDUR,
ŞRJ/2576,Euphoria Palm Beach Resort,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kızılağaç Mahallesi Kızılağaç Sokağı Manavgat / ANTALYA,
ŞRJ/2577,Flora Garden Beach Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Manavgat Ankara Kara Yolu 17.km Mahallesi  Çavuşköy Manavgat / ANTALYA,
ŞRJ/2578,Gökselkaya Mermer,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Eşeler Mahallesi Yeşilova Caddesi  No:113 Karamanlı / BURDUR,
ŞRJ/2579,Gölpark Restoran,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kargı Mahallesi  Kargı Bucak / BURDUR,
ŞRJ/2580,Robinson Pamfilya,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sorgun Mahallesi  No:2 /4 Manavgat / ANTALYA,
ŞRJ/2581,Sensatori Barut Sorgun,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sorgun Mahallesi  No:11  Acısu Manavgat / ANTALYA,
ŞRJ/2582,Sidera Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Okurcular Mahallesi  No:273 Alanya / ANTALYA,
ŞRJ/2587,Trendy Aspendos Beach,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Gündoğdu Mahallesi Barbaros Caddesi  No:9 Manavgat / ANTALYA,
ŞRJ/2588,Trendy Lara Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kundu Mahallesi Tesisler Caddesi  No:454 Aksu / ANTALYA,
ŞRJ/2589,Trendy Palm Beach,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ilıca Mahallesi 8. Sokağı  No:9 Manavgat / ANTALYA,
ŞRJ/2590,TT Hotel Hydros,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yeni Mahallesi Şehit Polis Cemal Ilgaz Caddesi  No:1 /1 Kemer / ANTALYA,
ŞRJ/2592,TT Hotels Life Masmavi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kadriye Mahallesi Serik / ANTALYA,
ŞRJ/2594,Tui Magic Life Belek,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kadriye Mahallesi Üç Kum Tepesi Caddesi  No:6 /1 Serik / ANTALYA,
ŞRJ/2595,Yalıhan Una,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Avsallar Mahallesi Fuğla Caddesi  No:2 /A Alanya / ANTALYA,
ŞRJ/2596,Özel Antalya Koleji Lara Kampüs,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Tarım Mahallesi 1613. Sokağı  No:21 Muratpaşa / ANTALYA,
ŞRJ/2603,Adıyaman Üniversitesi Rektörlüğü,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Altınşehir Mahallesi 3005. Sokağı Merkez / ADIYAMAN,
ŞRJ/2604,Elbistan Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kümbet Mahallesi  No:162 Elbistan / KAHRAMANMARAŞ,
ŞRJ/2606,Atatürk Orman Çiftliği Otoparkı,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Emniyet Mahallesi Yeni Çiftlik Caddesi  No:4 Yenimahalle / ANKARA,
ŞRJ/2609,KASTAMONU BELEDİYESİ OTOPARK,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Honsalar Mahallesi Topçuoğlu Caddesi  No:19 Merkez / KASTAMONU,
ŞRJ/2610,Liberica Cafe,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yaşamkent Mahallesi 3250. Sokağı  No:26 Çankaya / ANKARA,
ŞRJ/2611,MİTAT ET DÖNER & SEYİR CAFE,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bahçelievler Mahallesi Prof.muammer Aksoy Caddesi  No:2 /1 Çankaya / ANKARA,
ŞRJ/2612,Özel Lider Grup Tıp Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Topçu Mahallesi 1523. Sokağı  No:1 Etimesgut / ANKARA,
ŞRJ/2621,Bilal Grup Akaryakıt Ankara,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İstiklal Mahallesi  No:81 /1 Polatlı / ANKARA,
ŞRJ/2622,Çankaya 365 AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Birlik Mahallesi 428. Caddesi  No:41 Çankaya / ANKARA,
ŞRJ/2623,Erkaya Bosch Araç Servisi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Macun Mahallesi 187. Caddesi  No:14  Erciyes İşleri Sitesi Yenimahalle / ANKARA,
ŞRJ/2627,Güray Alpay Petrol Zonguldak,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İstasyon Mahallesi İstasyon Caddesi  No:60 Çaycuma / ZONGULDAK,
ŞRJ/2628,Hakan Otomotiv Ankara,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Birlik Mahallesi 393. Sokağı  No:1 Çankaya / ANKARA,
ŞRJ/2629,Karum AVM Ankara,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Gaziosmanpaşa Mahallesi İran Sokağı  No:21 Çankaya / ANKARA,
ŞRJ/2632,Ulusan Motor Ankara,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Alacaatlı Mahallesi  No:118 Çankaya / ANKARA,
ŞRJ/2633,Dap Yapı - Dap Vadisi S Blok,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Merkez Mahallesi Seçkin Sokağı Kağıthane / İSTANBUL,
ŞRJ/2634,Olimpik Otopark&Yıkama,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Fevziçakmak Mahallesi Fatih Caddesi  No:50 Bağcılar / İSTANBUL,
ŞRJ/2635,Avrupa Konutları Ataköy,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ataköy 7-8-9 Mahallesi Çoban Çeşme Yan Yolu Caddesi  No:8 Bakırköy / İSTANBUL,
ŞRJ/2640,Çam Thermal Resort & Spa Convention Center Kapalı Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kızılcahamam Soğuk Su Milli Parkı Mahallesi Kızılcahamam / ANKARA,
ŞRJ/2651,Beyazlı Otomotiv Honda&Nissan,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Pelitli Mahallesi Rize Caddesi  No:178 Ortahisar / TRABZON,
ŞRJ/2652,Deniz Yıldızı Köfte Balık,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yalı Mahallesi Devlet Karayolu Caddesi  No:237 Arsin / TRABZON,
ŞRJ/2656,Efendi Restaurant,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yalı Mahallesi  No:80 Merkez / GİRESUN,
ŞRJ/2657,Kaman Resort Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Uzungöl Mahallesi Dursun Ali İhsan Caddesi  No:70 Çaykara / TRABZON,
ŞRJ/2658,My Sunset Beach Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Düzköyü Mahallesi  No:25  Gölağzı Tirebolu / GİRESUN,
ŞRJ/2659,Şerah Residance,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Uzungöl Mahallesi Fatih Caddesi  No:59 /A Çaykara / TRABZON,
ŞRJ/2661,Kral Park Dinlenme Tesisleri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İkisu Mahallesi Köy Sokağı  No:42  İkisu Merkez / GÜMÜŞHANE,
ŞRJ/2664,La Quinta by Wyndham Giresun,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Gedikkaya Mahallesi Ada Sokağı  No:14 Merkez / GİRESUN,
ŞRJ/2673,Lokal İş Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ehlibeyt Mahallesi  No:117 /2 Çankaya / ANKARA,
ŞRJ/2674,Cassiel Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yıldızevler Mahallesi 717. Sokağı  No:3 Çankaya / ANKARA,
ŞRJ/2675,Kale Beytepe Konutları,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Beytepe Mahallesi  No:58 /1 Çankaya / ANKARA,
ŞRJ/2678,Göktürk Kemer Country,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Eyüp Mahallesi Atlı Spor Caddesi  No:7 Eyüpsultan / İSTANBUL,
ŞRJ/2680,Cihan Petrol Akhisar,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kayaoğlu Mahallesi İstiklal Caddesi  No:201 Akhisar / MANİSA,
ŞRJ/2681,Berksoy Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bahçelievler Mahallesi  No:128 Bergama / İZMİR,
ŞRJ/2683,Royal Teos Thermal Resort,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sığacık Mahallesi Akkum Caddesi  No:20 Seferihisar / İZMİR,
ŞRJ/2684,Rudis Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Liman Reis Mahallesi Ata Sokağı  No:2 Narlıdere / İZMİR,
ŞRJ/2685,Saruhan Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Laleli Mahallesi Nusret Köklü Caddesi  No:4 Yunusemre / MANİSA,
ŞRJ/2688,Üçel AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Veziroğlu Mahallesi 1. Sokağı  No:3 /A Şehzadeler / MANİSA,
ŞRJ/2689,Rose Bay Otel Foça,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriye Mahallesi Prof.muammer Aksoy Caddesi  No:207 Foça / İZMİR,
ŞRJ/2693,Modern Sitesi 3 İzmir,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ataşehir Mahallesi 8268. Sokağı  No:1 Çiğli / İZMİR,
ŞRJ/2694,Mix Kayseri Yaşam Merkezi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Melikgazi Mahallesi  No:22 Melikgazi / KAYSERİ,
ŞRJ/2700,Akşehir Özpark Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Meydan Mahallesi İnönü Caddesi  No:96 Akşehir / KONYA,
ŞRJ/2703,Şekeroğlu Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Karataş Mahallesi Mimar Sinan Caddesi  No:6 Yunak / KONYA,
ŞRJ/2705,Eşme Akaryakıt,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Eşme Mahallesi D-100 Karayolu Üzeri Caddesi  No:746 Kartepe / KOCAELİ,
ŞRJ/2709,Arif Kebap ve Lahmacun Salonu,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yeşiloba Mahallesi  No:445 Seyhan / ADANA,
ŞRJ/2711,Deva Okulları Batı Kampüsü,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Gazitepe Mahallesi 195031 Nolu Sokağı  No:6 /1 Şahinbey / GAZİANTEP,
ŞRJ/2714,Hattuşa Vacation Thermal Club Erzin,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Başlamış Mahallesi İçmeler Sokağı  No:7 Erzin / HATAY,
ŞRJ/2715,TTGS Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Konak Mahallesi  No:3 /1 Şahinbey / GAZİANTEP,
ŞRJ/2716,Ünallar Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Büyükçe Mahallesi  No:22 Kozan / ADANA,
ŞRJ/2718,TP Çağpet Petrol Gaziantep,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Nesimi Mahallesi Kahramanmaraş Caddesi  No:46 Şehitkamil / GAZİANTEP,
ŞRJ/2720,Çorlu Ticaret Borsası,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Hıdırağa Mahallesi  No:2 /A  Sinan Dede Küme Evleri Çorlu / TEKİRDAĞ,
ŞRJ/2721,Pak Un,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Hıdırağa Mahallesi İstasyon Caddesi  No:10 Çorlu / TEKİRDAĞ,
ŞRJ/2722,Auto King Araç Bakım Servisi Tekirdağ,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Zafer Mahallesi  No:1  Yeni Sanayi Sitesi Çorlu / TEKİRDAĞ,
ŞRJ/2723,Öz-Saç,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Marmaracık Mahallesi 1984. Sokağı  No:9 /A Ergene / TEKİRDAĞ,
ŞRJ/2724,Lüleburgaz Bakucha Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Arcadia Bağları Mahallesi  No:397  Hamitabat Lüleburgaz / KIRKLARELİ,
ŞRJ/2725,Vino Dessera Vineyards,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Çifteçeşmeler Mahallesi  No:75 Merkez / KIRKLARELİ,
ŞRJ/2726,Medika-Bil Özel Sağlık Hizmetleri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Fetiye Mahallesi Küre Sokağı  No:1 /A Nilüfer / BURSA,
ŞRJ/2727,Özel Esentepe Hastanesi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Esentepe Mahallesi Güney Sokağı  No:5 /1 Nilüfer / BURSA,
ŞRJ/2728,Oksijen Zone Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kirazlı Mahallesi  No:31 /1  Uludağ Otel Bölgesi  1.gelişim Osmangazi / BURSA,
ŞRJ/2731,Mires Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Beyüzümü Mahallesi Sinan Sokağı  No:4 Tuşba / VAN,
ŞRJ/2732,Özeraylar Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Eminpaşa Mahallesi  No:366 Edremit / VAN,
ŞRJ/2738,Nusret Akaryakıt Gümüşhacıköy,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Çay Mahallesi  No:1 /1  Kadırga Küme Evleri Gümüşhacıköy / AMASYA,
ŞRJ/2739,Anitta Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Çepni Mahallesi İnönü Caddesi  No:80 Merkez / ÇORUM,
ŞRJ/2741,Aktuğ Elegance Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Akyazı Mahallesi Sabahnur Malatyalı Oğlu Caddesi  No:2 Altınordu / ORDU,
ŞRJ/2742,Bolaman Park,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yenipazar Mahallesi Asfalt Caddesi  No:3 Fatsa / ORDU,
ŞRJ/2743,Grand Ayzek Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi 1392. Sokağı  No:12 Altınordu / ORDU,
ŞRJ/2744,Yalçın Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Kumrukorgan Mahallesi  Kumruorgan Yolu Üzeri 1.km Fatsa / ORDU,
ŞRJ/2745,Ar As Akaryakıt Terme,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Söğütlü Mahallesi Terme Cumhuriyet Caddesi  No:4 Terme / SAMSUN,
ŞRJ/2747,Anemon Ordu Hotel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Taşbaşı Mahallesi  No:59 Altınordu / ORDU,
ŞRJ/2748,Beyaz Ev Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Korucuk Mahallesi  No:23  Tabyalar  Korucuk Merkez / SİNOP,
ŞRJ/2749,Zinos Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Ada Mahallesi  No:69  Karakum  Enver Balkır Yolu Merkez / SİNOP,
ŞRJ/2750,Aytemiz Reyyan Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Hisar Mahallesi  No:684  Bursa Karayolu Tepebaşı / ESKİŞEHİR,
ŞRJ/2752,Türkiş Akaryakıt İstasyonu,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,İspetpaşa Mahallesi  No:2  Kızılyol Ayağı İnönü / ESKİŞEHİR,
ŞRJ/2754,Tepebaşı Ercanlar Petrol,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Doğanlar Mahallesi  Afyon Yolu25.km  Doğanlar Merkez / KÜTAHYA,
ŞRJ/2759,Şahinler-2 Bosch Araç Servisi İstanbul,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Selamiali Mahallesi Cumhuriyet Caddesi  No:16 /A Ümraniye / İSTANBUL,
ŞRJ/2760,Radisson İzmir Aliağa,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Siteler Mahallesi Necmettin Giritlioğlu Caddesi  No:23 Aliağa / İZMİR,
ŞRJ/2761,Dudullu Metro,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yukarı Dudullu Mahallesi  İmes Sanayi Bölgesi Ümraniye / İSTANBUL,
ŞRJ/2787,Kartal Atalar Migros,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Orhantepe Mahallesi Işıldar Sokağı Kartal / İSTANBUL,
ŞRJ/3577,Karadeniz Ereğli Aquapark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Göktepe Mahallesi Kilisecik Sokağı  No:11 Ereğli / ZONGULDAK,
ŞRJ/3640,Keleşler Park Otel,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Müftü Mahallesi Süheyla Erel Sokağı  No:2 Ereğli / ZONGULDAK,
